@Paeruginosa|NC_008463|6537648
@Strain	Refseq_Accession	Replicon	Locus_Tag	Feature_Type	Start	Stop	Strand	Gene_Name
Paeruginosa	NC_008463	Chromosome	PA14_20320	gene	1749178	1750182	+	phnD
Paeruginosa	NC_008463	Chromosome	PA14_20330	gene	1750250	1751044	+	phnE
Paeruginosa	NC_008463	Chromosome	PA14_20350	gene	1751065	1751787	+	phnF
Paeruginosa	NC_008463	Chromosome	PA14_20360	gene	1751797	1752255	+	phnG
Paeruginosa	NC_008463	Chromosome	PA14_20370	gene	1752255	1752884	+	phnH
Paeruginosa	NC_008463	Chromosome	PA14_20380	gene	1752884	1753984	+	phnI
Paeruginosa	NC_008463	Chromosome	PA14_20390	gene	1753981	1754865	+	phnJ
Paeruginosa	NC_008463	Chromosome	PA14_20400	gene	1754862	1755677	+	phnK
Paeruginosa	NC_008463	Chromosome	PA14_20420	gene	1755728	1756444	+	phnL
Paeruginosa	NC_008463	Chromosome	PA14_20430	gene	1756434	1757597	+	phnM
Paeruginosa	NC_008463	Chromosome	PA14_20440	gene	1757597	1758154	+	phnN
Paeruginosa	NC_008463	Chromosome	PA14_20450	gene	1758145	1758915	+	phnP
Paeruginosa	NC_008463	Chromosome	PA14_20460	gene	1758954	1759139	-	.
Paeruginosa	NC_008463	Chromosome	PA14_20470	gene	1759191	1759337	-	.
Paeruginosa	NC_008463	Chromosome	PA14_20480	gene	1759426	1759704	-	.
Paeruginosa	NC_008463	Chromosome	PA14_20491	gene	1759897	1760415	-	.
Paeruginosa	NC_008463	Chromosome	PA14_20500	gene	1760535	1760608	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20510	gene	1762508	1763482	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20520	gene	1763497	1766208	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20530	gene	1766195	1766671	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20550	gene	1768003	1768341	-	.
Paeruginosa	NC_008463	Chromosome	PA3366.1	gene	1768473	1768572	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20560	gene	1768608	1769648	+	amiE
Paeruginosa	NC_008463	Chromosome	PA14_20570	gene	1769732	1770847	+	amiB
Paeruginosa	NC_008463	Chromosome	PA14_20580	gene	1770873	1772030	+	amiC
Paeruginosa	NC_008463	Chromosome	PA14_20590	gene	1772027	1772617	+	amiR
Paeruginosa	NC_008463	Chromosome	PA14_20600	gene	1773139	1773813	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20610	gene	1773860	1774207	-	lecB
Paeruginosa	NC_008463	Chromosome	PA14_20620	gene	1774674	1775732	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20630	gene	1775755	1776765	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20640	gene	1776770	1777648	-	.
Paeruginosa	NC_008463	Chromosome	PA14_20650	gene	1777705	1779051	-	dsdA
Paeruginosa	NC_008463	Chromosome	PA14_20670	gene	1779377	1780618	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20680	gene	1780802	1782106	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20690	gene	1782148	1782759	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20700	gene	1782763	1783554	-	.
Paeruginosa	NC_008463	Chromosome	PA14_20720	gene	1783583	1784053	-	flgN
Paeruginosa	NC_008463	Chromosome	PA14_20730	gene	1784108	1784431	-	flgM
Paeruginosa	NC_008463	Chromosome	PA14_20740	gene	1784576	1785274	-	flgA
Paeruginosa	NC_008463	Chromosome	PA14_20750	gene	1785406	1786338	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20760	gene	1786415	1787239	+	cheR
Paeruginosa	NC_008463	Chromosome	PA14_20770	gene	1787554	1787859	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20780	gene	1787861	1789576	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20800	gene	1789642	1789992	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20810	gene	1790076	1792214	+	recQ
Paeruginosa	NC_008463	Chromosome	PA14_20820	gene	1792303	1793472	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20840	gene	1793623	1794639	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20850	gene	1794757	1795191	+	slyA
Paeruginosa	NC_008463	Chromosome	PA14_20860	gene	1795468	1797513	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20870	gene	1797521	1799707	-	.
Paeruginosa	NC_008463	Chromosome	PA14_20880	gene	1799776	1800066	+	.
Paeruginosa	NC_008463	Chromosome	PA14_20890	gene	1800156	1801154	+	rfaD
Paeruginosa	NC_008463	Chromosome	PA14_20900	gene	1801165	1802331	-	.
Paeruginosa	NC_008463	Chromosome	PA14_20920	gene	1802423	1803175	-	.
Paeruginosa	NC_008463	Chromosome	PA14_20940	gene	1803293	1803532	-	.
Paeruginosa	NC_008463	Chromosome	PA14_20950	gene	1803546	1804538	-	fabH2
Paeruginosa	NC_008463	Chromosome	PA14_20960	gene	1804542	1804967	-	.
Paeruginosa	NC_008463	Chromosome	PA14_20970	gene	1804964	1806220	-	cyp23
Paeruginosa	NC_008463	Chromosome	PA14_20980	gene	1806213	1807127	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21000	gene	1807129	1808457	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21010	gene	1808454	1809620	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21020	gene	1809617	1816675	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21030	gene	1817157	1817762	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21040	gene	1818107	1818994	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21050	gene	1819004	1820782	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21060	gene	1820779	1821654	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21070	gene	1822080	1822778	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21080	gene	1822786	1823700	-	toxR
Paeruginosa	NC_008463	Chromosome	PA14_21090	gene	1823789	1824244	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21110	gene	1824476	1826554	+	plcN
Paeruginosa	NC_008463	Chromosome	PA14_21120	gene	1826612	1827112	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21130	gene	1827178	1827906	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21140	gene	1828013	1828783	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21150	gene	1828780	1829613	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21160	gene	1829607	1830410	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21180	gene	1831413	1832303	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21175	gene	1830407	1831414	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21190	gene	1832307	1834664	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21210	gene	1834819	1836474	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21220	gene	1836543	1836998	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21230	gene	1837281	1840133	-	hepA
Paeruginosa	NC_008463	Chromosome	PA14_21240	gene	1840369	1840677	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21250	gene	1840731	1841333	+	alkB
Paeruginosa	NC_008463	Chromosome	PA3305.1	gene	1841701	1841913	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21260	gene	1841740	1841853	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21280	gene	1842061	1844055	+	.
Paeruginosa	NC_008463	Chromosome	PA3304.1	gene	1844065	1844199	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21290	gene	1844273	1845130	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21300	gene	1845111	1846286	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21310	gene	1846437	1846907	-	phaJ1
Paeruginosa	NC_008463	Chromosome	PA14_21320	gene	1846904	1847854	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21340	gene	1848101	1849789	+	fadD2
Paeruginosa	NC_008463	Chromosome	PA14_21370	gene	1850024	1851712	+	fadD1
Paeruginosa	NC_008463	Chromosome	PA14_21380	gene	1851742	1852044	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21400	gene	1852220	1856200	+	hrpA
Paeruginosa	NC_008463	Chromosome	PA14_21410	gene	1856273	1857703	-	phoA
Paeruginosa	NC_008463	Chromosome	PA14_21440	gene	1857908	1858345	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21450	gene	1858574	1860640	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21460	gene	1860650	1861465	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21470	gene	1861405	1861983	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21480	gene	1862506	1863060	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21490	gene	1863075	1865723	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21510	gene	1865762	1866175	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21520	gene	1866255	1866758	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21530	gene	1866762	1867277	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21540	gene	1867837	1868889	+	fabH-2
Paeruginosa	NC_008463	Chromosome	PA14_21550	gene	1868892	1869503	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21560	gene	1869497	1869736	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21570	gene	1870142	1870456	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21580	gene	1870475	1871329	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21590	gene	1871326	1872060	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21600	gene	1872063	1872653	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21610	gene	1872900	1874216	+	oprO
Paeruginosa	NC_008463	Chromosome	PA14_21620	gene	1874675	1875997	+	oprP
Paeruginosa	NC_008463	Chromosome	PA14_21630	gene	1876166	1876465	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21640	gene	1876590	1877402	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21650	gene	1877635	1878057	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21660	gene	1878054	1878383	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21680	gene	1878700	1879299	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21670	gene	1878462	1878749	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21690	gene	1879368	1883714	+	lhr1
Paeruginosa	NC_008463	Chromosome	PA14_21700	gene	1883722	1887201	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21710	gene	1887467	1888054	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21720	gene	1888121	1888975	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21730	gene	1889072	1891237	+	fecA
Paeruginosa	NC_008463	Chromosome	PA14_21750	gene	1891412	1893286	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21760	gene	1893347	1893556	-	capB
Paeruginosa	NC_008463	Chromosome	PA14_21770	gene	1893771	1894085	-	sugE
Paeruginosa	NC_008463	Chromosome	PA14_21780	gene	1894225	1895160	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21790	gene	1895247	1896167	-	rdgC
Paeruginosa	NC_008463	Chromosome	PA14_21800	gene	1896332	1896404	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21810	gene	1896424	1896497	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21820	gene	1896757	1897518	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21830	gene	1897888	1898319	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21840	gene	1898307	1899053	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21850	gene	1899157	1899468	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21860	gene	1899826	1900305	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21870	gene	1900319	1902124	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21880	gene	1902163	1904259	-	tsp
Paeruginosa	NC_008463	Chromosome	PA14_21890	gene	1904389	1905351	+	qor
Paeruginosa	NC_008463	Chromosome	PA14_21900	gene	1905418	1905996	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21910	gene	1906068	1907063	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21920	gene	1907066	1907863	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21930	gene	1907850	1908689	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21940	gene	1908686	1909495	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21960	gene	1909550	1910608	-	.
Paeruginosa	NC_008463	Chromosome	PA14_21970	gene	1910972	1911688	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21980	gene	1911754	1912305	+	.
Paeruginosa	NC_008463	Chromosome	PA14_21990	gene	1912348	1913637	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22000	gene	1913806	1914441	-	rluA
Paeruginosa	NC_008463	Chromosome	PA14_22010	gene	1914545	1914799	-	minE
Paeruginosa	NC_008463	Chromosome	PA14_22020	gene	1914796	1915611	-	minD
Paeruginosa	NC_008463	Chromosome	PA14_22040	gene	1915673	1916464	-	minC
Paeruginosa	NC_008463	Chromosome	PA14_22050	gene	1916624	1917562	+	htrB
Paeruginosa	NC_008463	Chromosome	PA14_22060	gene	1917630	1918799	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22075	gene	1918863	1919495	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22080	gene	1922000	1922695	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22090	gene	1923032	1924132	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22100	gene	1926578	1927303	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22110	gene	1927460	1928419	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22120	gene	1929042	1931366	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22130	gene	1931382	1932050	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22140	gene	1933020	1933820	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22160	gene	1934355	1934861	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22180	gene	1934977	1935117	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22190	gene	1935114	1935500	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22210	gene	1935570	1935905	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22220	gene	1935907	1936104	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22230	gene	1936671	1936868	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22240	gene	1937290	1937691	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22250	gene	1937791	1938417	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22260	gene	1938450	1938800	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22270	gene	1939714	1941291	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22280	gene	1941322	1941585	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22290	gene	1941725	1942528	-	vacJ
Paeruginosa	NC_008463	Chromosome	PA14_22310	gene	1942532	1943893	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22320	gene	1944036	1944257	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22330	gene	1944551	1945408	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22340	gene	1945626	1945937	+	yjcH
Paeruginosa	NC_008463	Chromosome	PA14_22350	gene	1945934	1947589	+	actP
Paeruginosa	NC_008463	Chromosome	PA14_22370	gene	1947679	1949478	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22380	gene	1949475	1950101	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22400	gene	1950210	1950368	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22410	gene	1950645	1951769	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22420	gene	1951802	1952068	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22440	gene	1952350	1954182	-	bapA
Paeruginosa	NC_008463	Chromosome	PA14_22450	gene	1954245	1954808	-	ppiA
Paeruginosa	NC_008463	Chromosome	PA14_22460	gene	1954790	1955617	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22470	gene	1955624	1956553	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22480	gene	1956753	1957070	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22490	gene	1957217	1957858	+	acpD
Paeruginosa	NC_008463	Chromosome	PA14_22500	gene	1958113	1958847	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22510	gene	1958941	1959333	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22520	gene	1959439	1960494	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22530	gene	1960424	1961041	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22540	gene	1961117	1961671	-	wrbA
Paeruginosa	NC_008463	Chromosome	PA14_22550	gene	1961914	1962726	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22560	gene	1962803	1963696	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22570	gene	1963706	1964041	-	csaA
Paeruginosa	NC_008463	Chromosome	PA14_22580	gene	1964106	1964870	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22590	gene	1965017	1965829	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22600	gene	1965826	1966881	+	grtA
Paeruginosa	NC_008463	Chromosome	PA14_22620	gene	1966871	1968262	-	cyaB
Paeruginosa	NC_008463	Chromosome	PA14_22630	gene	1968479	1968796	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22640	gene	1968939	1969952	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22650	gene	1969975	1970619	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22660	gene	1970616	1971554	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22670	gene	1971556	1972350	-	yrbF
Paeruginosa	NC_008463	Chromosome	PA14_22680	gene	1972347	1973492	-	yrbE
Paeruginosa	NC_008463	Chromosome	PA14_22690	gene	1973559	1975013	-	trkH
Paeruginosa	NC_008463	Chromosome	PA14_22700	gene	1975171	1975542	+	ykgJ
Paeruginosa	NC_008463	Chromosome	PA14_22710	gene	1975607	1976167	+	ydjA
Paeruginosa	NC_008463	Chromosome	PA14_22720	gene	1976148	1976624	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22730	gene	1976668	1978005	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22740	gene	1978120	1978560	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22760	gene	1978689	1979366	-	cpxR
Paeruginosa	NC_008463	Chromosome	PA14_22770	gene	1979377	1979745	-	.
Paeruginosa	NC_008463	Chromosome	PA14_22780	gene	1979921	1980220	-	yciI
Paeruginosa	NC_008463	Chromosome	PA14_22800	gene	1980222	1980809	-	yciB
Paeruginosa	NC_008463	Chromosome	PA14_22820	gene	1981024	1981911	+	yciV
Paeruginosa	NC_008463	Chromosome	PA14_22830	gene	1981908	1982537	+	yciO
Paeruginosa	NC_008463	Chromosome	PA14_22840	gene	1982710	1983462	+	ypuG
Paeruginosa	NC_008463	Chromosome	PA14_22860	gene	1983607	1984599	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22870	gene	1984681	1985211	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22880	gene	1985296	1985508	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22890	gene	1985515	1986519	-	gapA
Paeruginosa	NC_008463	Chromosome	PA14_22910	gene	1986649	1988475	+	edd
Paeruginosa	NC_008463	Chromosome	PA14_22930	gene	1988578	1989573	+	glk
Paeruginosa	NC_008463	Chromosome	PA14_22940	gene	1989608	1990336	+	gltR
Paeruginosa	NC_008463	Chromosome	PA14_22960	gene	1990360	1991781	+	.
Paeruginosa	NC_008463	Chromosome	PA14_22980	gene	1992306	1993568	+	gltB
Paeruginosa	NC_008463	Chromosome	PA14_22990	gene	1993669	1994601	+	gltF
Paeruginosa	NC_008463	Chromosome	PA14_23000	gene	1994594	1995439	+	gltG
Paeruginosa	NC_008463	Chromosome	PA14_23010	gene	1995472	1996632	+	gltK
Paeruginosa	NC_008463	Chromosome	PA14_23030	gene	1996676	1998040	+	oprB
Paeruginosa	NC_008463	Chromosome	PA14_23050	gene	1998255	1999106	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23060	gene	1999115	1999972	-	hexR
Paeruginosa	NC_008463	Chromosome	PA14_23070	gene	2000159	2001628	+	zwf
Paeruginosa	NC_008463	Chromosome	PA14_23080	gene	2001615	2002331	+	pgl
Paeruginosa	NC_008463	Chromosome	PA14_23090	gene	2002349	2003011	+	edaA
Paeruginosa	NC_008463	Chromosome	PA14_23100	gene	2003101	2003538	-	mutT
Paeruginosa	NC_008463	Chromosome	PA14_23110	gene	2003686	2004846	+	yciL
Paeruginosa	NC_008463	Chromosome	PA14_23120	gene	2004939	2005316	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23130	gene	2005423	2006346	-	.
Paeruginosa	NC_008463	Chromosome	PA14_23160	gene	2006575	2007789	-	gltS
Paeruginosa	NC_008463	Chromosome	PA14_23170	gene	2007828	2008763	-	hutG
Paeruginosa	NC_008463	Chromosome	PA14_23190	gene	2008779	2009507	-	.
Paeruginosa	NC_008463	Chromosome	PA14_23200	gene	2009666	2010406	-	yciK
Paeruginosa	NC_008463	Chromosome	PA14_23210	gene	2010471	2011151	-	.
Paeruginosa	NC_008463	Chromosome	PA14_23220	gene	2011148	2011846	-	ubiG
Paeruginosa	NC_008463	Chromosome	PA14_23240	gene	2011997	2013331	-	.
Paeruginosa	NC_008463	Chromosome	PA14_23250	gene	2013441	2014517	+	mtnA
Paeruginosa	NC_008463	Chromosome	PA14_23260	gene	2014754	2017519	+	gyrA
Paeruginosa	NC_008463	Chromosome	PA14_23270	gene	2017607	2018692	+	serC
Paeruginosa	NC_008463	Chromosome	PA14_23280	gene	2018692	2019789	+	pheA
Paeruginosa	NC_008463	Chromosome	PA14_23290	gene	2019858	2020967	+	hisC2
Paeruginosa	NC_008463	Chromosome	PA14_23310	gene	2020960	2023200	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23320	gene	2023200	2023889	+	cmk
Paeruginosa	NC_008463	Chromosome	PA14_23330	gene	2024157	2025836	+	rpsA
Paeruginosa	NC_008463	Chromosome	PA14_23340	gene	2025973	2026257	+	ihfB
Paeruginosa	NC_008463	Chromosome	PA14_23350	gene	2026291	2026590	+	orfA
Paeruginosa	NC_008463	Chromosome	PA14_23360	gene	2026846	2027928	+	wzz
Paeruginosa	NC_008463	Chromosome	PA14_23370	gene	2028084	2029220	+	orfK
Paeruginosa	NC_008463	Chromosome	PA14_23380	gene	2029301	2030569	+	orfH
Paeruginosa	NC_008463	Chromosome	PA14_23390	gene	2030647	2031909	+	orfE
Paeruginosa	NC_008463	Chromosome	PA14_23400	gene	2031887	2033236	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23410	gene	2033233	2034075	+	orfJ
Paeruginosa	NC_008463	Chromosome	PA14_23420	gene	2034189	2036357	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23430	gene	2036366	2038018	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23440	gene	2038087	2039199	+	orfL
Paeruginosa	NC_008463	Chromosome	PA14_23450	gene	2039196	2040149	+	orfM
Paeruginosa	NC_008463	Chromosome	PA14_23460	gene	2040149	2041165	+	orfN
Paeruginosa	NC_008463	Chromosome	PA14_23470	gene	2041610	2043607	+	wbpM
Paeruginosa	NC_008463	Chromosome	PA14_23480	gene	2043798	2044127	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23490	gene	2044203	2044275	-	.
Paeruginosa	NC_008463	Chromosome	PA14_23500	gene	2044344	2045540	-	tyrB
Paeruginosa	NC_008463	Chromosome	PA14_23510	gene	2045728	2047740	+	uvrB
Paeruginosa	NC_008463	Chromosome	PA14_23520	gene	2047744	2049243	-	.
Paeruginosa	NC_008463	Chromosome	PA14_23530	gene	2049293	2050360	-	mdr
Paeruginosa	NC_008463	Chromosome	PA14_23540	gene	2050430	2051350	+	act
Paeruginosa	NC_008463	Chromosome	PA14_23560	gene	2051388	2052872	+	gltx
Paeruginosa	NC_008463	Chromosome	PA3133.2	gene	2053074	2053149	+	.
Paeruginosa	NC_008463	Chromosome	PA3133.1	gene	2053198	2053273	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23570	gene	2053367	2053439	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23580	gene	2053489	2053561	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23590	gene	2053723	2054265	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23610	gene	2054277	2055134	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23620	gene	2055247	2055894	+	kdgA
Paeruginosa	NC_008463	Chromosome	PA14_23630	gene	2055894	2056331	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23640	gene	2056424	2057383	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23650	gene	2057398	2058144	-	ygfF
Paeruginosa	NC_008463	Chromosome	PA14_23670	gene	2058161	2058964	-	.
Paeruginosa	NC_008463	Chromosome	PA14_23680	gene	2059122	2059571	+	ibpA
Paeruginosa	NC_008463	Chromosome	PA14_23690	gene	2059615	2060943	-	.
Paeruginosa	NC_008463	Chromosome	PA14_23700	gene	2061055	2061966	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23720	gene	2062046	2062423	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23730	gene	2062516	2063409	-	.
Paeruginosa	NC_008463	Chromosome	PA14_23750	gene	2063572	2064996	+	leuC
Paeruginosa	NC_008463	Chromosome	PA14_23760	gene	2065008	2065646	+	leuD
Paeruginosa	NC_008463	Chromosome	PA14_23770	gene	2065916	2066479	+	yafE
Paeruginosa	NC_008463	Chromosome	PA14_23790	gene	2066538	2067620	+	leuB
Paeruginosa	NC_008463	Chromosome	PA14_23800	gene	2067690	2068802	+	asd
Paeruginosa	NC_008463	Chromosome	PA14_23810	gene	2068904	2069914	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23830	gene	2070083	2072857	+	fimV
Paeruginosa	NC_008463	Chromosome	PA14_23840	gene	2072879	2073736	+	truA
Paeruginosa	NC_008463	Chromosome	PA14_23850	gene	2073825	2074460	+	trpF
Paeruginosa	NC_008463	Chromosome	PA14_23860	gene	2074729	2075601	+	accD
Paeruginosa	NC_008463	Chromosome	PA14_23880	gene	2075598	2076887	+	folC
Paeruginosa	NC_008463	Chromosome	PA14_23890	gene	2076891	2077538	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23900	gene	2077612	2078154	+	cvpA
Paeruginosa	NC_008463	Chromosome	PA14_23920	gene	2078376	2079881	+	purF
Paeruginosa	NC_008463	Chromosome	PA14_23930	gene	2079898	2081109	+	metZ
Paeruginosa	NC_008463	Chromosome	PA14_23950	gene	2081106	2081873	+	.
Paeruginosa	NC_008463	Chromosome	PA14_23970	gene	2081960	2083936	-	xcpQ
Paeruginosa	NC_008463	Chromosome	PA14_23980	gene	2083941	2084648	-	xcpP
Paeruginosa	NC_008463	Chromosome	PA14_23990	gene	2084868	2086376	+	xcpR
Paeruginosa	NC_008463	Chromosome	PA14_24010	gene	2086376	2087593	+	xcpS
Paeruginosa	NC_008463	Chromosome	PA14_24020	gene	2087598	2088044	+	xcpT
Paeruginosa	NC_008463	Chromosome	PA14_24040	gene	2088051	2088569	+	xcpU
Paeruginosa	NC_008463	Chromosome	PA14_24050	gene	2088566	2088955	+	xcpV
Paeruginosa	NC_008463	Chromosome	PA14_24060	gene	2088952	2089665	+	xcpW
Paeruginosa	NC_008463	Chromosome	PA14_24070	gene	2089662	2090663	+	xcpX
Paeruginosa	NC_008463	Chromosome	PA14_24080	gene	2090660	2091808	+	xcpY
Paeruginosa	NC_008463	Chromosome	PA14_24100	gene	2091810	2092334	+	xcpZ
